customer_id,age,income,visits_last_month,purchased,avg_spend,loyalty_score,engagement
288,52,72287,4,1,28.846710262131868,77.50844819036563,6.685443722702371
289,24,108916,13,1,54.39118508234447,36.9811630587327,13.530327845493176
290,33,56984,2,0,0.0,58.35706427605223,0.7020029590536847
291,43,38125,2,0,0.0,61.239238353191766,3.767213571988338
292,65,66059,0,0,0.0,41.03781712963395,-2.732396675337835
293,69,99569,6,1,89.12343331369247,27.566876952526943,3.8371732385214257
294,66,47087,10,1,173.79191239862243,49.81552326037914,10.671694529440138
295,19,35704,9,1,154.81982313289225,47.40731487778834,10.032793335573157
296,18,90576,13,1,69.0167714925949,43.463532545440714,10.50989755299201
297,65,103384,0,0,0.0,56.63475302246728,-0.7656349619735
298,29,117128,1,1,65.35967989593291,38.73905589491602,-0.21216766443931734
299,22,102460,12,1,185.73616118985206,32.72003678631285,11.026647354236806
300,54,57208,3,0,0.0,51.63624455524748,4.887195552545892
301,49,115150,12,1,116.02643757406092,55.78955138853314,13.413010927094506
302,26,96024,3,1,127.35084794464308,32.350325841499206,2.961755640292585
303,58,69882,4,1,85.88508783437274,63.92135916486622,2.9080761457701443
304,52,55923,10,1,165.2792636575123,23.442782933358828,7.300700659559719
305,36,59165,1,0,0.0,41.32829811926535,3.8403698775638975
306,65,97203,3,1,41.0146224983832,46.12987195703587,4.184227800569837
307,33,34114,0,0,0.0,40.45664431022105,-1.4133382081462809
308,20,94965,1,1,116.6346463704713,41.524092896732114,2.4391989952497832
309,37,66321,0,0,0.0,78.06611723462171,-0.14044724114925133
310,41,103297,9,1,75.50338190171578,37.23673866441652,8.425780990275314
311,50,55426,9,1,176.5174103946593,86.61832583707871,9.870423056579204
312,41,47772,12,1,157.5372055841983,56.55690169596578,10.51700350017455
313,69,33712,3,0,0.0,51.38082705967988,2.31248696097978
314,28,31367,3,1,26.54133469692364,57.14360530081499,3.242922128399092
315,66,81924,6,1,38.33250772562889,87.94891623877928,5.0010976142295736
316,25,33726,9,1,151.12890809253923,35.09610494102828,10.338170420535048
317,53,119152,10,1,55.940552847316404,33.19373121595416,13.738133007356522
318,55,57723,10,1,86.82876569097088,38.677007051421185,8.491403734785715
319,57,39108,8,1,110.30584988115648,50.48214720446841,4.669749407391912
320,37,107714,8,1,150.5842703210293,24.1134331278114,3.996519665047477
321,52,65643,4,1,40.381620186642564,50.33508858977912,3.6990637170100356
322,65,61324,9,1,93.14595294994307,75.40320700120508,7.673670819747635
323,42,113360,0,1,107.31312364568517,52.27111085937166,0.41572100213416124
324,52,38927,0,0,0.0,45.609718115370846,0.26519534405220213
325,42,52443,5,1,167.304915451139,40.72759326974559,1.7935663067718077
326,46,109973,1,1,50.90207510777904,63.47767556827347,-2.629767658962812
327,35,93449,7,1,165.40966132879203,37.61250840142929,7.5918664806921905
328,63,106743,12,1,144.7181169853974,77.69593880898871,12.270857669439915
329,35,90233,8,1,120.05674655581268,79.00039621571536,7.148364003266898
330,19,55537,12,1,145.91501667246294,53.85126197992681,8.68571282973539
331,52,107576,3,1,94.16319301129815,49.827273678850325,3.9427825255299815
332,33,52612,4,1,44.911565474262424,65.45989712362339,6.543799090847887
333,58,36471,10,1,139.83774324776613,66.42197753340989,10.555964880437845
334,53,65631,7,1,114.44101520341201,37.91012403410877,5.3050522188698706
335,50,61348,2,0,0.0,42.10167300294947,2.0891043311423028
336,21,94732,4,1,80.83978058512821,30.164788479750566,1.2677718381326302
337,50,31177,2,0,0.0,56.13597407501086,4.115921427677585
338,31,34760,11,1,125.72657634360385,59.99941825185336,11.163688669059077
339,38,62779,9,1,35.37244717235729,29.751115432080905,5.463686176493536
340,65,51636,2,0,0.0,43.17201642775761,1.3986512791126349
341,37,111889,2,1,156.14408985385418,29.79119123627976,2.9266030204684617
342,25,83551,12,1,162.94422111180901,36.51800284634243,11.333904758048956
343,24,41556,11,1,109.02746949747657,58.26525590339449,10.448208557119653
344,20,57598,6,1,181.0545627496342,38.99776899982581,3.5511955859054565
345,34,41563,14,1,68.18031869497355,45.48761065951552,15.133081974163312
346,50,76819,6,1,93.90776550288798,25.590324080790268,4.703061599961725
347,65,103770,6,1,181.7474439024146,52.80485314586996,1.6871092459899346
348,29,56966,9,1,181.3262089648842,49.335900202330265,8.257485258659212
349,68,111709,7,1,143.42829838844256,39.06561124950257,8.962299431140707
350,39,89889,4,1,174.61649848199963,47.164785534762885,3.2261411068001054
351,39,56987,4,1,35.979188052121884,52.70442320755166,7.475969970247041
352,63,108714,13,1,175.69909571739973,37.776977766359835,13.857935897097034
353,47,88348,3,1,77.71158317904082,27.85606183997331,3.6775163245607323
354,55,54596,6,1,52.099672237078934,77.08361649030223,5.743203468164782
355,55,63174,9,1,63.08657054156834,40.50090942934591,8.863427584471419
356,62,94106,3,1,95.23433144249967,48.54859845219666,2.473152729760992
357,68,99967,14,1,65.21456082880411,65.16259602530471,13.395461215834947
358,25,89182,1,1,77.70216548296983,102.93582781355727,2.0617343241342976
359,44,117163,3,1,44.29612749289558,31.332703251667013,1.128337540418869
360,44,69310,12,1,73.31181780061974,56.74740820589765,9.84821234255148
361,51,86088,12,1,123.01108661756021,39.386715720588406,9.753609898249245
362,38,38906,7,1,99.53366745639151,41.91814543134934,11.091309095354308
363,47,66914,8,1,82.40937702246401,39.19681968489815,9.06068580334116
364,50,75379,2,0,0.0,33.115175482991226,2.6089844033602896
365,45,108612,6,1,180.83179485079722,49.38062957323008,3.884970659413137
366,64,67650,13,1,156.22206012243146,27.882459694276466,14.246684601349656
367,50,76881,11,1,79.76012638118226,64.20211349767806,10.766857307093343
368,22,76413,13,1,153.99959021075966,50.82504404050062,13.4283378822635
369,65,36012,8,1,47.356432845329216,56.336524593521595,6.0467593682728875
370,36,80115,10,1,43.457237856432364,43.00717082080666,10.320537714835153
371,21,37151,3,1,82.2128666665086,44.49194098682378,2.152332923587034
372,52,87716,9,1,165.38642642793027,54.31345857750992,7.468777685939624
373,66,66378,14,1,64.34268450361434,32.53924051391262,15.468212671614497
374,34,72652,2,0,0.0,44.63014348379996,-1.0754156170600049
375,61,102430,4,1,43.707716337143914,37.10579729182319,5.129552528628301
376,45,43467,0,0,0.0,36.641467841134784,1.3689722671059923
377,47,61010,2,0,0.0,18.352426390615378,0.24071264889751864
378,46,84691,14,1,65.57620940659581,70.0898988422,12.359343077735065
379,63,94157,7,1,119.95324855907263,39.70191870269347,6.553948637467196
380,23,42289,10,1,114.96433203656306,67.45064082745326,10.564072420924441
381,52,74976,7,1,137.97847611931903,66.03188482091439,6.694290016371549
382,58,73596,14,1,61.973759795890935,30.710004402252594,14.867124920383759
383,54,53171,12,1,175.5925376949916,33.673831464907316,15.525959305074798
384,41,116365,3,1,75.68634117440232,88.40754439033526,1.9845664617005723
385,46,74139,1,0,0.0,76.26388912890715,-2.430359941406841
386,66,78713,12,1,22.90243634699868,49.527222300078435,13.651847166061307
387,63,59734,7,1,87.0782833809465,53.860596596260244,10.36662915185506
388,48,102588,7,1,83.30776723258549,40.53730395579217,7.785536726102249
389,52,93646,9,1,117.8271971449426,56.4852907130051,6.824502649292664
390,50,33654,3,0,0.0,39.24227148916293,2.752215273529598
391,69,119022,2,1,162.2236472706995,19.51469353552423,-0.23704696842326456
392,38,48743,1,0,0.0,30.176663202334236,2.285710987925895
393,49,78368,8,1,141.86680667876183,50.316391217758806,5.2974191946031315
394,40,104172,0,0,0.0,33.033991467461185,-0.6002575736564
395,50,36441,6,1,121.13785212347236,48.990838026296984,3.991324347412187
396,20,54611,4,1,153.3589772099574,33.88008440850705,4.253649370269923
397,35,42149,7,1,139.134856198701,38.2646911624701,6.267316645724485
398,42,89189,3,1,83.99536348736137,62.797479596197874,3.3535242065005275
399,59,51675,6,1,165.59453702604176,53.71220821460157,6.044701109932731
400,48,101031,12,1,73.04624657939505,49.85503368029979,10.026681944551779
401,20,72668,4,1,122.81832519527309,63.18445959605977,5.253754127058044
