activity_id,customer_id,activity_date,session_length_min,pages_viewed,cart_additions,promo_clicked,coupon_shown,coupon_redeemed,support_chat_started,refund_requested,shipping_delay_flag,device_type,campaign_id,event_source,event_batch_id
52,14,2026-02-23,7.5,13,1,0,1,0,0,0,0,tablet,C3,site,B255
55,15,2026-03-03,8.8,6,0,0,0,1,0,0,0,tablet,C1,email,B297
53,15,2026-03-07,16.0,7,2,0,1,0,0,0,0,mobile,C4,site,B626
54,15,2026-03-25,9.6,15,0,0,1,1,0,0,0,desktop,C1,email,B255
56,16,2026-01-21,4.1,11,2,0,0,0,0,0,0,mobile,C4,site,B371
58,16,2026-02-16,5.6,12,0,0,1,0,0,1,0,desktop,C3,site,B946
59,16,2026-02-21,15.2,9,2,0,0,0,0,0,0,mobile,C4,ad,B780
57,16,2026-03-07,8.0,5,5,0,0,0,0,0,0,desktop,C3,site,B901
60,17,2026-02-17,12.6,9,0,0,0,0,0,0,0,mobile,C2,ad,B902
61,17,2026-02-26,3.4,7,0,1,0,0,0,0,0,mobile,C2,ad,B502
62,17,2026-03-16,8.3,15,1,0,0,0,0,0,0,mobile,C3,push,B435
67,18,2026-02-01,9.9,12,2,0,1,0,0,0,0,tablet,C4,ad,B538
63,18,2026-02-02,6.4,7,1,0,1,0,0,0,0,mobile,C3,push,B213
66,18,2026-02-12,4.8,11,1,0,0,0,0,0,0,mobile,C1,site,B267
69,18,2026-02-23,9.6,13,2,0,0,0,0,0,0,tablet,C5,push,B935
64,18,2026-02-26,7.7,11,0,0,1,0,0,0,0,desktop,C2,email,B431
68,18,2026-02-28,6.2,13,2,1,1,0,0,0,0,desktop,C4,push,B331
65,18,2026-03-01,1.0,6,3,0,0,0,0,0,0,mobile,C2,site,B785
70,19,2026-03-02,9.6,9,0,0,0,0,0,0,0,mobile,C4,push,B494
71,19,2026-03-16,17.6,10,1,1,1,0,0,0,0,desktop,C3,ad,B330
72,20,2026-02-24,10.0,8,0,1,1,0,0,0,0,mobile,C2,ad,B240
73,21,2025-12-31,14.8,8,4,0,0,0,0,0,0,mobile,C5,ad,B969
74,21,2026-02-15,12.4,12,1,0,0,0,0,0,0,mobile,C4,push,B479
79,22,2026-01-09,4.8,9,1,0,0,0,0,0,0,mobile,C1,site,B732
75,22,2026-01-10,3.3,10,1,0,0,0,0,0,0,desktop,C1,site,B159
77,22,2026-01-16,5.4,9,0,0,1,0,0,0,0,desktop,C2,ad,B150
81,22,2026-01-30,6.9,10,2,1,0,0,1,1,0,mobile,C1,push,B548
80,22,2026-02-08,3.5,9,0,1,0,0,0,1,0,mobile,C1,site,B312
76,22,2026-02-10,11.3,19,0,1,1,0,0,0,0,desktop,C2,email,B230
82,22,2026-02-27,6.8,7,4,0,0,0,0,0,0,mobile,C4,site,B436
78,22,2026-03-10,20.5,12,1,1,0,0,0,0,0,mobile,C3,email,B482
87,23,2026-01-29,10.6,11,0,0,0,0,1,0,0,mobile,C1,site,B698
85,23,2026-02-02,1.0,6,1,0,0,0,1,0,0,mobile,C1,site,B145
83,23,2026-02-22,4.8,6,0,0,1,0,0,0,0,tablet,C3,ad,B794
84,23,2026-03-08,6.1,3,1,0,1,0,0,0,0,desktop,C5,email,B338
86,23,2026-03-19,10.0,13,2,0,1,0,0,0,1,mobile,C1,site,B995
88,24,2026-01-14,15.2,12,1,1,0,0,0,0,0,desktop,C3,site,B337
92,24,2026-02-12,10.2,11,0,1,0,0,0,0,0,desktop,C5,site,B741
91,24,2026-03-08,12.2,8,1,0,0,0,0,0,0,desktop,C2,site,B125
89,24,2026-03-17,8.7,8,1,0,0,0,0,0,0,tablet,C5,site,B964
90,24,2026-03-28,13.2,11,4,0,0,0,0,0,0,mobile,C5,email,B769
96,25,2026-01-03,10.3,12,0,0,1,0,0,0,0,tablet,C2,site,B709
97,25,2026-01-19,16.8,8,2,0,1,1,0,0,0,mobile,C1,email,B348
93,25,2026-02-05,3.7,13,2,0,0,0,0,0,0,desktop,C2,site,B475
94,25,2026-03-03,7.0,5,2,0,0,0,0,0,0,tablet,C3,push,B810
95,25,2026-03-26,5.1,7,0,0,0,0,0,0,0,tablet,C5,push,B524
98,26,2026-01-28,7.2,4,2,0,0,0,0,0,0,desktop,C2,site,B466
99,26,2026-03-01,10.2,11,1,0,0,1,0,0,0,desktop,C2,site,B375
100,26,2026-03-03,10.2,13,0,0,0,0,0,0,0,mobile,C3,site,B814
103,27,2026-01-23,10.2,10,1,1,0,0,1,0,0,mobile,C2,site,B192
102,27,2026-03-10,13.5,11,0,1,0,0,0,0,0,mobile,C4,ad,B178
101,27,2026-03-22,10.5,6,1,0,1,0,0,0,0,mobile,C4,site,B568
106,28,2026-01-10,4.2,7,1,0,1,0,0,0,0,mobile,C3,email,B877
109,28,2026-01-11,12.1,8,0,0,0,0,0,0,0,desktop,C1,ad,B281
111,28,2026-02-09,7.6,7,2,0,1,0,0,0,0,tablet,C3,site,B793
107,28,2026-02-13,21.7,10,1,0,0,0,0,0,0,mobile,C4,email,B223
105,28,2026-02-23,8.4,9,0,1,0,0,0,0,0,mobile,C3,site,B708
108,28,2026-02-23,8.5,4,1,0,0,0,1,0,0,tablet,C4,email,B151
110,28,2026-03-26,11.4,10,1,0,0,0,0,0,1,mobile,C2,push,B233
104,28,2026-03-28,4.2,9,0,0,0,0,0,0,0,mobile,C1,push,B678
112,29,2026-01-15,5.8,13,1,0,0,0,0,0,1,desktop,C3,site,B144
113,29,2026-02-06,19.7,9,0,0,0,0,0,0,0,mobile,C2,ad,B707
114,29,2026-02-11,1.0,7,1,0,0,0,0,0,0,desktop,C1,site,B308
115,30,2026-01-03,9.7,9,0,0,1,0,0,0,0,tablet,C1,email,B522
116,30,2026-01-19,9.7,7,2,0,0,0,0,0,0,tablet,C1,email,B549
118,30,2026-02-14,5.4,9,1,0,0,0,0,0,0,mobile,C2,email,B306
117,30,2026-02-19,8.5,6,0,0,0,1,0,0,0,desktop,C1,email,B403
119,31,2026-01-22,19.4,9,2,0,0,0,0,0,0,desktop,C4,site,B300
121,32,2026-02-13,7.9,8,0,0,0,0,0,0,0,mobile,C1,ad,B239
122,32,2026-02-17,6.7,8,2,1,1,1,0,0,0,mobile,C3,site,B531
120,32,2026-03-26,4.8,7,2,0,0,0,0,0,1,mobile,C3,site,B419
123,33,2025-12-31,9.1,13,2,0,0,1,0,0,0,mobile,C4,site,B505
125,33,2026-01-21,8.0,6,0,1,0,1,0,0,0,mobile,C4,ad,B634
126,33,2026-01-25,1.0,3,2,0,0,0,0,0,0,mobile,C5,email,B585
124,33,2026-02-25,12.0,12,1,0,0,0,0,0,0,tablet,C5,site,B927
127,33,2026-03-25,10.3,14,0,0,0,0,0,0,0,desktop,C1,push,B709
128,34,2025-12-31,9.3,9,0,0,0,0,0,0,0,mobile,C1,site,B437
130,34,2026-03-21,11.5,11,0,0,0,0,0,0,0,desktop,C4,site,B822
129,34,2026-03-22,11.6,15,1,0,0,0,0,0,0,mobile,C1,site,B586
132,35,2026-01-01,5.4,9,0,0,0,0,0,0,0,desktop,C2,push,B479
133,35,2026-01-06,17.1,11,1,0,1,0,0,0,0,mobile,C3,email,B209
131,35,2026-02-23,3.5,8,1,0,0,0,0,0,0,tablet,C1,ad,B694
134,35,2026-03-03,3.4,11,2,0,1,1,0,1,0,desktop,C1,ad,B560
137,36,2026-01-20,6.1,10,0,0,0,1,0,0,0,mobile,C3,push,B238
135,36,2026-01-24,11.0,11,2,0,0,0,0,0,0,mobile,C4,ad,B421
138,36,2026-02-18,6.6,12,0,0,0,0,0,0,0,desktop,C1,ad,B937
136,36,2026-03-18,11.5,15,2,0,0,1,0,0,0,tablet,C3,push,B365
141,37,2026-01-11,2.5,9,0,0,1,0,0,0,0,desktop,C5,push,B899
140,37,2026-02-21,9.9,11,1,0,0,1,0,0,0,mobile,C5,site,B658
139,37,2026-03-25,1.0,10,1,0,1,0,0,0,0,tablet,C1,push,B587
142,38,2026-01-07,2.1,7,1,1,1,0,0,0,0,desktop,C5,ad,B742
143,38,2026-01-15,8.7,5,3,0,0,0,0,0,0,tablet,C2,site,B556
144,38,2026-01-19,11.3,10,1,1,1,1,0,0,0,mobile,C4,site,B560
149,39,2026-01-14,3.1,5,3,0,0,0,0,0,0,tablet,C2,site,B180
147,39,2026-01-25,6.6,5,2,1,0,1,0,0,0,desktop,C3,email,B186
145,39,2026-01-30,3.4,8,0,0,0,0,0,0,0,desktop,C1,site,B130
146,39,2026-03-10,6.5,9,0,0,0,0,0,0,0,mobile,C4,site,B887
148,39,2026-03-19,12.4,13,1,1,1,0,1,0,0,tablet,C2,site,B601
150,40,2026-03-03,9.5,7,0,0,0,0,0,0,0,desktop,C1,push,B319
151,41,2026-02-09,8.5,8,1,0,1,0,0,0,0,tablet,C1,push,B157
153,41,2026-02-27,1.8,3,1,1,0,0,0,0,0,mobile,C2,email,B122
152,41,2026-03-22,14.5,13,1,0,0,0,0,0,0,desktop,C2,site,B804
154,42,2026-01-12,8.7,6,0,1,0,0,0,1,0,mobile,C5,email,B747
155,42,2026-03-15,3.7,6,0,0,1,0,0,0,0,mobile,C4,site,B260
160,43,2026-01-20,8.0,6,3,0,0,0,0,1,0,mobile,C5,email,B847
156,43,2026-01-21,19.5,10,1,0,1,0,0,0,0,mobile,C3,site,B266
157,43,2026-02-15,7.2,9,0,1,0,0,0,0,0,tablet,C1,email,B447
158,43,2026-03-27,12.5,3,1,0,0,0,0,0,0,mobile,C4,site,B533
159,43,2026-03-28,4.5,7,1,0,1,0,0,0,0,tablet,C5,site,B623
162,44,2026-01-25,8.8,8,2,0,1,0,0,1,0,mobile,C5,ad,B345
161,44,2026-02-17,9.1,10,2,1,0,0,0,0,0,desktop,C4,email,B115
163,45,2026-02-07,4.4,9,4,0,0,0,1,0,0,tablet,C2,email,B842
164,45,2026-03-16,7.6,7,2,0,1,0,0,0,0,mobile,C4,site,B540
165,46,2025-12-31,17.3,10,3,1,0,0,0,0,0,desktop,C4,site,B996
167,47,2026-01-24,5.4,11,1,0,1,0,0,0,0,desktop,C2,push,B591
166,47,2026-03-07,10.4,9,1,0,0,0,0,0,0,mobile,C1,email,B251
171,48,2026-01-12,1.0,5,1,0,0,0,1,0,0,mobile,C3,ad,B428
168,48,2026-01-24,3.9,5,0,0,1,0,0,0,1,desktop,C5,site,B708
170,48,2026-02-10,14.7,10,0,1,0,1,0,0,0,mobile,C3,email,B531
173,48,2026-02-19,11.6,8,0,0,0,0,0,0,0,desktop,C3,site,B830
174,48,2026-02-20,4.1,4,0,0,1,0,0,0,0,tablet,C1,site,B513
169,48,2026-02-28,9.0,12,0,0,0,0,0,0,0,tablet,C4,site,B518
172,48,2026-03-16,9.6,11,3,0,1,1,0,0,0,mobile,C2,email,B356
179,49,2026-01-05,6.5,8,0,1,0,0,0,0,0,desktop,C1,site,B610
178,49,2026-01-08,1.6,12,0,0,0,0,0,0,0,mobile,C3,site,B110
177,49,2026-01-13,17.6,11,4,0,1,0,0,0,0,desktop,C1,site,B683
176,49,2026-02-17,15.8,7,0,1,0,0,0,0,0,mobile,C4,email,B119
175,49,2026-02-19,4.3,8,0,0,0,0,0,1,0,mobile,C3,email,B760
183,50,2025-12-31,13.3,7,2,0,0,0,0,0,0,mobile,C1,site,B658
181,50,2026-01-04,11.0,10,1,0,0,0,0,0,0,mobile,C2,site,B945
182,50,2026-01-11,9.3,7,2,0,1,0,0,0,0,tablet,C3,ad,B866
189,50,2026-01-18,7.5,12,1,0,0,0,0,0,0,desktop,C5,ad,B282
180,50,2026-01-23,10.9,9,2,0,0,0,0,0,0,desktop,C1,site,B382
185,50,2026-02-03,10.0,12,2,1,1,0,0,0,0,mobile,C2,site,B299
188,50,2026-02-04,8.0,6,0,1,0,0,0,0,0,desktop,C4,site,B187
187,50,2026-02-09,1.5,9,0,0,1,0,0,0,0,desktop,C4,email,B867
184,50,2026-02-13,11.1,13,0,0,0,0,0,0,0,desktop,C3,ad,B797
186,50,2026-02-24,10.7,3,0,0,1,0,0,1,0,desktop,C4,site,B228
190,51,2026-01-08,4.5,7,1,0,1,1,0,0,0,tablet,C4,email,B312
191,51,2026-01-12,5.8,8,0,0,0,0,0,0,0,mobile,C4,email,B171
192,51,2026-03-14,1.6,11,2,0,0,0,0,0,0,mobile,C4,ad,B759
193,51,2026-03-14,9.7,11,0,0,0,0,0,0,0,mobile,C2,email,B760
197,52,2026-02-18,13.4,10,1,0,0,0,0,0,0,mobile,C1,site,B826
196,52,2026-03-01,7.9,11,0,1,1,0,0,0,0,mobile,C1,ad,B908
195,52,2026-03-08,16.6,10,0,0,0,1,0,0,0,mobile,C4,email,B831
194,52,2026-03-30,4.7,10,1,0,0,0,0,0,0,mobile,C4,email,B818
199,53,2026-01-06,5.6,15,1,0,0,1,0,0,0,desktop,C5,push,B252
200,53,2026-01-27,17.2,14,1,0,0,0,0,0,0,mobile,C2,ad,B687
198,53,2026-02-17,1.9,9,2,0,0,1,0,0,1,mobile,C1,site,B508
202,54,2026-01-30,15.6,14,0,1,0,1,0,0,0,desktop,C1,site,B791
201,54,2026-02-05,9.6,14,4,0,1,0,0,0,0,desktop,C5,push,B761
204,55,2026-02-06,9.8,7,2,0,0,0,0,0,0,desktop,C1,email,B251
203,55,2026-02-11,8.6,10,1,0,0,0,0,0,0,mobile,C2,email,B120
205,55,2026-03-03,13.7,12,0,0,0,0,0,0,0,desktop,C1,email,B724
209,56,2026-01-17,2.9,11,0,0,0,0,0,0,0,mobile,C3,email,B884
206,56,2026-02-28,4.7,12,1,0,0,0,0,0,0,tablet,C5,push,B952
210,56,2026-03-04,13.4,9,1,0,1,0,0,0,0,mobile,C5,site,B402
208,56,2026-03-12,18.7,12,1,0,1,0,1,0,0,desktop,C3,site,B786
207,56,2026-03-28,5.1,11,0,0,1,0,0,0,0,desktop,C5,ad,B356
212,57,2025-12-31,14.4,9,1,1,0,1,0,0,0,mobile,C1,ad,B614
211,57,2026-01-07,17.1,5,1,0,0,0,1,0,0,desktop,C2,site,B900
214,57,2026-01-29,7.3,5,1,1,0,0,0,0,0,tablet,C5,email,B973
213,57,2026-02-17,14.2,8,1,1,1,0,0,0,0,desktop,C4,push,B640
215,58,2026-03-12,10.9,10,0,0,0,0,0,0,0,desktop,C1,site,B223
216,58,2026-03-23,2.5,1,2,0,1,0,0,0,0,desktop,C1,ad,B864
220,59,2026-01-19,3.3,9,1,0,0,0,0,0,0,mobile,C2,ad,B803
218,59,2026-01-24,6.8,9,1,1,0,0,0,0,0,desktop,C1,site,B964
217,59,2026-01-28,6.2,13,1,1,0,1,0,0,0,mobile,C2,email,B206
219,59,2026-02-06,1.0,6,2,0,0,0,0,0,0,mobile,C3,email,B930
226,60,2026-01-10,3.3,8,1,0,0,0,0,0,0,mobile,C2,site,B243
223,60,2026-01-13,1.0,8,2,0,1,0,0,0,0,tablet,C3,email,B153
222,60,2026-01-18,17.3,12,0,0,0,0,0,0,0,desktop,C4,site,B713
227,60,2026-02-19,7.7,11,1,0,0,0,0,0,1,desktop,C2,ad,B344
225,60,2026-02-21,2.7,7,1,0,1,0,0,0,0,desktop,C1,site,B257
221,60,2026-03-02,3.2,1,0,1,0,0,1,0,0,mobile,C3,ad,B252
224,60,2026-03-23,9.3,10,4,0,0,0,0,0,0,mobile,C2,ad,B179
228,61,2026-01-15,16.2,13,1,0,0,0,0,0,1,tablet,C4,ad,B337
230,61,2026-02-01,10.1,8,1,0,1,0,0,0,0,mobile,C5,email,B702
229,61,2026-02-06,1.6,8,1,0,0,0,0,0,0,mobile,C3,site,B200
232,62,2026-01-16,17.0,8,3,1,1,0,0,0,0,mobile,C2,site,B302
234,62,2026-02-01,13.1,10,0,0,1,0,0,0,0,desktop,C4,ad,B511
231,62,2026-02-13,9.0,5,1,0,1,0,0,0,0,mobile,C3,push,B723
233,62,2026-03-23,10.2,7,0,0,1,1,0,0,1,tablet,C1,push,B982
240,63,2025-12-31,11.8,2,1,0,1,1,0,0,0,mobile,C2,ad,B461
237,63,2026-01-10,1.0,3,0,0,0,0,0,0,0,mobile,C3,site,B412
236,63,2026-01-11,10.8,10,1,0,0,0,0,0,0,desktop,C5,push,B511
239,63,2026-01-18,3.3,10,1,0,1,0,0,0,0,mobile,C1,site,B301
235,63,2026-02-27,8.0,13,0,0,0,0,0,0,0,tablet,C5,email,B449
238,63,2026-03-16,12.4,9,2,0,1,0,0,0,0,mobile,C4,site,B703
241,63,2026-03-19,18.0,12,0,1,1,0,0,0,0,mobile,C1,site,B808
242,64,2026-01-04,11.1,9,0,1,0,0,0,0,0,mobile,C1,site,B178
247,64,2026-01-29,8.5,13,1,0,0,0,0,0,0,mobile,C3,site,B410
244,64,2026-02-04,1.0,8,2,1,0,0,0,0,1,mobile,C2,site,B826
243,64,2026-02-08,9.0,10,1,1,1,0,0,0,0,mobile,C5,site,B929
246,64,2026-02-22,3.3,3,2,1,0,0,0,0,0,mobile,C4,email,B532
245,64,2026-03-06,6.6,15,0,0,1,0,0,0,0,mobile,C3,email,B178
249,65,2026-02-12,9.5,13,0,0,0,1,1,0,0,tablet,C5,site,B289
248,65,2026-03-08,11.2,11,2,0,0,0,0,0,0,mobile,C1,site,B416
251,66,2026-01-09,15.5,11,1,0,0,0,1,0,0,desktop,C5,email,B818
250,66,2026-01-22,11.8,8,0,0,0,0,0,0,0,tablet,C3,site,B274
252,67,2026-03-05,6.0,5,3,0,0,1,0,0,0,tablet,C3,push,B536
258,68,2026-01-05,15.5,8,3,0,0,0,0,0,0,mobile,C2,site,B562
256,68,2026-02-09,17.0,12,1,0,1,0,0,0,0,tablet,C1,push,B492
255,68,2026-02-23,11.7,7,1,0,0,0,0,0,0,mobile,C1,push,B387
253,68,2026-03-07,11.1,5,0,0,1,0,0,0,0,tablet,C5,site,B875
257,68,2026-03-17,12.7,8,1,1,1,0,0,0,0,mobile,C1,site,B807
254,68,2026-03-30,8.9,10,1,0,0,0,0,0,0,mobile,C4,site,B890
259,69,2026-01-03,4.8,9,0,1,1,0,0,0,0,desktop,C2,ad,B522
260,69,2026-01-27,6.9,9,2,0,0,0,0,0,0,mobile,C2,site,B273
261,69,2026-02-04,10.1,11,2,1,1,0,0,0,0,desktop,C1,email,B647
262,69,2026-03-07,8.4,9,2,0,0,0,0,0,0,mobile,C1,site,B553
264,70,2026-01-16,6.8,12,0,0,0,0,0,0,0,desktop,C3,site,B601
263,70,2026-01-30,6.9,12,1,0,0,0,0,0,0,mobile,C3,site,B446
265,71,2026-01-18,8.1,8,1,0,0,0,0,0,0,tablet,C1,email,B996
271,71,2026-01-19,6.2,6,1,0,0,0,0,0,0,mobile,C2,site,B917
269,71,2026-02-07,7.3,11,2,0,1,0,0,0,0,mobile,C1,site,B454
270,71,2026-02-08,9.7,8,2,1,1,0,0,0,0,mobile,C4,email,B990
268,71,2026-02-17,13.0,5,0,0,0,0,1,0,0,desktop,C5,push,B982
267,71,2026-03-01,7.7,17,2,0,1,0,0,0,0,mobile,C5,site,B910
266,71,2026-03-12,6.9,13,4,0,0,0,0,0,0,desktop,C2,site,B103
272,72,2026-01-24,1.0,11,0,0,0,0,0,1,0,mobile,C3,email,B610
275,73,2026-01-08,9.6,5,1,1,0,0,0,0,0,mobile,C5,site,B784
276,73,2026-02-08,18.4,11,2,1,1,0,0,0,0,mobile,C3,ad,B726
274,73,2026-03-09,3.8,8,0,0,0,0,0,0,0,mobile,C3,site,B548
273,73,2026-03-11,5.6,7,0,0,0,0,0,0,0,mobile,C1,ad,B204
283,74,2026-01-11,15.8,10,1,0,0,0,0,0,0,mobile,C4,ad,B180
279,74,2026-01-16,4.2,6,2,0,0,0,0,1,0,mobile,C5,ad,B168
277,74,2026-01-23,16.1,9,1,0,0,0,0,0,1,desktop,C3,push,B691
282,74,2026-01-29,9.0,4,3,0,1,0,0,0,0,mobile,C5,site,B331
278,74,2026-02-15,8.9,9,3,1,0,0,0,0,0,mobile,C3,email,B126
281,74,2026-02-19,1.0,11,1,0,1,0,1,0,0,mobile,C2,email,B640
280,74,2026-03-14,3.3,5,1,0,0,0,0,0,0,desktop,C1,ad,B658
286,75,2026-01-02,6.4,7,0,0,0,0,0,0,0,desktop,C4,email,B175
285,75,2026-02-06,1.4,8,4,0,1,0,0,0,0,mobile,C4,site,B296
288,75,2026-03-01,12.4,7,2,0,1,1,0,0,0,tablet,C5,site,B215
284,75,2026-03-03,9.2,12,0,0,0,0,0,0,0,desktop,C1,ad,B219
287,75,2026-03-08,4.0,5,1,0,0,0,0,0,0,tablet,C3,site,B707
290,76,2026-01-21,7.7,7,0,1,0,0,0,0,0,mobile,C2,ad,B634
289,76,2026-03-16,20.5,12,1,0,0,0,0,0,0,desktop,C4,push,B233
292,77,2026-01-21,12.7,6,0,0,0,0,0,0,0,tablet,C4,site,B583
293,77,2026-02-12,5.5,10,1,0,0,0,0,0,1,tablet,C1,site,B741
291,77,2026-03-21,8.6,7,0,1,1,0,0,0,0,tablet,C5,site,B508
298,78,2026-01-29,4.1,9,2,0,1,0,1,0,0,desktop,C3,email,B478
296,78,2026-02-02,15.8,7,1,0,1,0,0,0,0,mobile,C4,ad,B559
294,78,2026-02-19,14.6,12,2,1,0,1,0,0,0,mobile,C3,site,B246
295,78,2026-02-25,11.3,14,0,1,0,1,0,0,0,tablet,C4,ad,B710
297,78,2026-03-07,8.3,7,2,0,0,0,0,0,0,mobile,C1,push,B519
301,79,2026-01-04,6.3,7,0,0,0,0,0,0,0,mobile,C2,site,B962
300,79,2026-01-26,13.8,14,1,0,0,0,0,0,0,mobile,C5,email,B978
299,79,2026-02-14,11.2,10,1,0,0,0,0,0,0,tablet,C1,email,B247
302,79,2026-03-08,8.8,12,0,0,1,0,0,0,0,mobile,C1,site,B276
305,80,2026-01-07,2.0,5,2,0,0,0,0,0,0,desktop,C4,ad,B560
306,80,2026-01-25,2.4,9,1,0,1,0,0,0,0,mobile,C1,email,B651
307,80,2026-02-17,6.7,7,0,0,0,0,0,0,0,mobile,C5,site,B407
303,80,2026-03-01,1.5,7,0,0,0,0,0,0,0,desktop,C5,site,B601
304,80,2026-03-20,11.0,6,0,0,0,0,0,0,0,desktop,C2,site,B494
312,81,2026-01-18,13.1,10,1,0,0,0,1,0,0,mobile,C2,email,B996
311,81,2026-01-29,6.8,13,0,0,1,0,0,0,0,mobile,C4,site,B800
309,81,2026-02-13,11.4,11,1,1,0,0,0,0,0,mobile,C4,push,B340
313,81,2026-03-04,14.6,11,2,1,0,0,0,0,0,mobile,C4,push,B405
310,81,2026-03-19,8.8,6,1,0,0,0,0,0,0,mobile,C2,site,B242
308,81,2026-03-25,6.8,12,1,1,0,0,0,0,0,tablet,C2,email,B981
320,82,2026-01-03,7.1,12,0,0,1,0,0,0,0,mobile,C4,site,B161
318,82,2026-02-22,18.7,9,3,0,0,0,0,0,0,mobile,C3,site,B499
319,82,2026-02-24,8.3,11,0,0,0,0,0,0,0,desktop,C4,site,B300
315,82,2026-02-28,13.6,17,2,0,0,0,0,0,0,desktop,C5,push,B424
321,82,2026-03-03,9.6,9,1,0,0,0,0,1,1,desktop,C2,push,B790
317,82,2026-03-17,12.4,10,2,0,0,0,0,0,0,mobile,C5,site,B541
